发布者ID,发布时间,发布来源,发布内容,收藏数,转发数,评论数,点赞数
海峡都市报,05月27日16:30,来自微博视频号," 【#中国人能自由吃瓜离不开这位奶奶#】中国人能自由吃瓜，离不开#吴明珠奶奶#数十年的研究和奉献。她是袁隆平的同学，两人分别影响了中国的瓜田和稻田。在她50多年的研究中，培育出28个经国家审定的优质瓜种，有耳熟能详的红心脆、香梨黄、小青皮、黑眉毛、香妃蜜瓜、皇后蜜瓜、郁金香甜瓜、金凤凰、绿宝石瓜、麒麟瓜，还有西瓜中的“王牌”—8424西瓜。她总挂在嘴边的话是:“我的人生就是想结几个瓜，把瓜的甘甜献给人民。""L青春山东的微博视频  ",0,1,0,16
中国残疾人网站,05月27日16:29,来自微博视频号, 【中国人能自由吃瓜，离不开这位奶奶】吴明珠院士是袁隆平院士的同学。62年里，吴明珠培育了30多个品种，包括西瓜中的“王牌”—8424西瓜。吴明珠是1949年后西南农学院（现@西南大学）果蔬专业招收的第一批学生之一。如今，91岁的她患有阿尔兹海默症，已经认不出人，但有关种瓜的记忆还忘不了，有时候她突然就想出门，嘟囔着瓜该授粉了。L中国残疾人网站的微博视频  ,0,1,0,2
四川省泸沽湖景区,05月27日16:29,来自微博视频号," 【#中国人能自由吃瓜离不开这位奶奶#】中国人能自由吃瓜，离不开#吴明珠奶奶#数十年的研究和奉献。她是袁隆平的同学，两人分别影响了中国的瓜田和稻田。在她50多年的研究中，培育出28个经国家审定的优质瓜种，有耳熟能详的红心脆、香梨黄、小青皮、黑眉毛、香妃蜜瓜、皇后蜜瓜、郁金香甜瓜、金凤凰、绿宝石瓜、麒麟瓜，还有西瓜中的“王牌”—8424西瓜。她总挂在嘴边的话是：“我的人生就是想结几个瓜，把瓜的甘甜献给人民。""（via：@青春山东中国青年报、全国妇联女性之声）L青春山东的微博视频  ",0,0,0,0
历城检察,05月27日16:29,来自Android, 【#中国人能自由吃瓜离不开这位奶奶#：“我的人生就是想结几个瓜”】中国人能自由吃瓜，离不开吴明珠奶奶数十年的研究和奉献。她是袁隆平的同学，两人分别影响了中国的瓜田和稻田。在她50多年的研究中，培育出28个经国家审定的优质瓜种，有耳熟能详的红心脆、香梨黄、小青皮、黑眉毛、香妃蜜瓜、皇后蜜瓜、郁金香甜瓜、金凤凰、绿宝石瓜、麒麟瓜，还有西瓜中的“王牌”—8424西瓜。她总挂在嘴边的话是：“我的人生就是想结几个瓜，把瓜的甘甜献给人民。”L青春山东的微博视频  ,0,0,1,0
鹤城晚报,05月27日16:29,来自微博视频号," 【#中国人能自由吃瓜离不开这位奶奶#】中国人能自由吃瓜，离不开#吴明珠奶奶#数十年的研究和奉献。她是袁隆平的同学，两人分别影响了中国的瓜田和稻田。在她50多年的研究中，培育出28个经国家审定的优质瓜种，有耳熟能详的红心脆、香梨黄、小青皮、黑眉毛、香妃蜜瓜、皇后蜜瓜、郁金香甜瓜、金凤凰、绿宝石瓜、麒麟瓜，还有西瓜中的“王牌”—8424西瓜。她总挂在嘴边的话是:“我的人生就是想结几个瓜，把瓜的甘甜献给人民。""（中国青年报；全国妇联女性之声）L青春山东的微博视频  ",0,0,0,0
颍州检察,05月27日16:28,来自微博视频号, 【#中国人能自由吃瓜离不开这位奶奶#：“我的人生就是想结几个瓜”】中国人能自由吃瓜，离不开吴明珠奶奶数十年的研究和奉献。她是袁隆平的同学，两人分别影响了中国的瓜田和稻田。在她50多年的研究中，培育出28个经国家审定的优质瓜种，有耳熟能详的红心脆、香梨黄、小青皮、黑眉毛、香妃蜜瓜、皇后蜜瓜、郁金香甜瓜、金凤凰、绿宝石瓜、麒麟瓜，还有西瓜中的“王牌”—8424西瓜。她总挂在嘴边的话是：“我的人生就是想结几个瓜，把瓜的甘甜献给人民。L青春山东的微博视频  ,0,1,0,1
滁州消防,05月27日16:26,来自360安全浏览器, #消防蓝朋友#【滁州市来安消防救援大队组织开展“学党史颂伟人汲取聚奋进力量”主题活动深切缅怀袁隆平】为深化党史学习教育，深切缅怀袁隆平院士，学习袁老热爱党、热爱祖国、热爱人民，信念坚定、矢志不渝，勇于创新、朴实无华的高贵品质，以祖国和人民需要为己任，以奉献祖国和人民为目标，一辈子躬耕田野，脚踏实地把科技论文写在祖国大地上的崇高风范，引导指战员从学党史、悟党史中汲取奋进力量。来安大队组织开展“学党史颂伟人凝聚奋进力量”主题活动。@安徽消防@美好滁州  ,0,0,0,0
成都市武侯区残联,05月27日16:25,来自微博视频号," #中国人能自由吃瓜离不开这位奶奶#中国人能自由吃瓜，离不开#吴明珠奶奶#数十年的研究和奉献。她是袁隆平的同学，两人分别影响了中国的瓜田和稻田。在她50多年的研究中，培育出28个经国家审定的优质瓜种，有耳熟能详的红心脆、香梨黄、小青皮、黑眉毛、香妃蜜瓜、皇后蜜瓜、郁金香甜瓜、金凤凰、绿宝石瓜、麒麟瓜，还有西瓜中的“王牌”—8424西瓜。她总挂在嘴边的话是:“我的人生就是想结几个瓜，把瓜的甘甜献给人民。""L青春山东的微博视频  ",0,0,0,0
成都国际铁路港,05月27日16:25,来自微博weibo.com, #袁隆平Q版形象首次亮相# #院士天团的奇幻旅程#【粮票飞走了？农学天团出道！】,0,0,0,0
镇巴检察_,05月27日16:24,来自微博视频号, 【#中国人能自由吃瓜离不开这位奶奶#：“我的人生就是想结几个瓜”】中国人能自由吃瓜，离不开吴明珠奶奶数十年的研究和奉献。她是袁隆平的同学，两人分别影响了中国的瓜田和稻田。在她50多年的研究中，培育出28个经国家审定的优质瓜种，有耳熟能详的红心脆、香梨黄、小青皮、黑眉毛、香妃蜜瓜、皇后蜜瓜、郁金香甜瓜、金凤凰、绿宝石瓜、麒麟瓜，还有西瓜中的“王牌”—8424西瓜。她总挂在嘴边的话是：“我的人生就是想结几个瓜，把瓜的甘甜献给人民。”（检察日报）L青春山东的微博视频  ,0,0,0,0
科普中国,05月27日16:24,来自微博视频号," #我是科学家#【#中国人能自由吃瓜离不开这位奶奶#】中国人能自由吃瓜，离不开#吴明珠奶奶#数十年的研究和奉献。她是袁隆平的同学，两人分别影响了中国的瓜田和稻田。在她50多年的研究中，培育出28个经国家审定的优质瓜种，有耳熟能详的红心脆、香梨黄、小青皮、黑眉毛、香妃蜜瓜、皇后蜜瓜、郁金香甜瓜、金凤凰、绿宝石瓜、麒麟瓜，还有西瓜中的“王牌”—8424西瓜。她总挂在嘴边的话是:“我的人生就是想结几个瓜，把瓜的甘甜献给人民。""（中国青年报；全国妇联女性之声）#国士无双#L青春山东的微博视频  ",0,9,5,88
中国青年报,05月27日16:23,来自微博weibo.com, #吴明珠和袁隆平是同学#【#吴明珠患阿尔兹海默症仍记得种瓜#】#中国人能自由吃瓜离不开这位奶奶#据联合国粮农组织FAO2019年数据显示，中国成为世界上最大的西瓜生产国和消费国，然而这背后蕴藏了中国工程院院士吴明珠毕生的心血。吴明珠院士是袁隆平院士的同学。62年里，吴明珠培育了30多个品种，包括西瓜中的“王牌”—8424西瓜。然而，81岁那年，她没有征兆地糊涂了，记忆力一落千丈。明明不到瓜果授粉的季节，吴明珠会念叨着要去地里授粉。有时，她会把儿子误认为同事，询问瓜田里的进展。（综合）O和袁隆平是同学！这位91岁院士把一切献给“吃瓜群众”......  ,0,56,25,376
大众日报,05月27日16:23,来自微博视频号, 【#大众日报记者镜头中的袁隆平#】2017年至2019年间，大众日报记者多次参与袁隆平院士在山东的活动报道，并用镜头记录下许多珍贵的瞬间。#送别国之脊梁袁隆平#（大众日报客户端记者贾馨儒策划马玉峰）L大众日报的微博视频​,0,2,1,7
京港地铁,05月27日16:22,来自微博视频号," #中国人能自由吃瓜离不开这位奶奶# #吴明珠奶奶#，她是袁隆平的同学，两人分别影响了中国的瓜田和稻田。在她50多年的研究中，培育出28个经国家审定的优质瓜种，她总挂在嘴边的话是:“我的人生就是想结几个瓜，把瓜的甘甜献给人民。""来源：L青春山东的微博视频​",0,0,0,10
成都国际铁路港,05月27日16:22,来自微博weibo.com, 【小伙用万颗“微笑米粒”画出袁隆平头像】,0,0,0,0
晋中政法,05月27日16:21,来自360安全浏览器, 【小伙用万颗“微笑米粒”画出袁隆平头像】,0,7,6,2
涪陵检察,05月27日16:21,来自微博weibo.com, 【#赵立坚说袁隆平不仅属于中国也属于世界#】,0,0,0,0
来宾反邪,05月27日16:21,来自微博视频号," 【#中国人能自由吃瓜离不开这位奶奶#】中国人能自由吃瓜，离不开吴明珠奶奶数十年的研究和奉献。她是袁隆平的同学，两人分别影响了中国的瓜田和稻田。在她50多年的研究中，培育出28个经国家审定的优质瓜种，有耳熟能详的红心脆、香梨黄、小青皮、黑眉毛、香妃蜜瓜、皇后蜜瓜、郁金香甜瓜、金凤凰、绿宝石瓜、麒麟瓜，还有西瓜中的“王牌”—8424西瓜。她总挂在嘴边的话是:“我的人生就是想结几个瓜，把瓜的甘甜献给人民。""（中国青年报；全国妇联女性之声）L青春山东的微博视频  ",0,0,0,0
福州日报,05月27日16:21,来自微博视频号," 【#中国人能自由吃瓜离不开这位奶奶#】中国人能自由吃瓜，离不开#吴明珠奶奶#数十年的研究和奉献。她是袁隆平的同学，两人分别影响了中国的瓜田和稻田。在她50多年的研究中，培育出28个经国家审定的优质瓜种，有耳熟能详的红心脆、香梨黄、小青皮、黑眉毛、香妃蜜瓜、皇后蜜瓜、郁金香甜瓜、金凤凰、绿宝石瓜、麒麟瓜，还有西瓜中的“王牌”—8424西瓜。她总挂在嘴边的话是:“我的人生就是想结几个瓜，把瓜的甘甜献给人民。""（via中国青年报、全国妇联女性之声）L青春山东的微博视频  ",0,2,1,9
文明开封,05月27日16:20,来自微博视频号," 【#中国人能自由吃瓜离不开这位奶奶#】中国人能自由吃瓜，离不开#吴明珠奶奶#数十年的研究和奉献。她是袁隆平的同学，两人分别影响了中国的瓜田和稻田。在她50多年的研究中，培育出28个经国家审定的优质瓜种，有耳熟能详的红心脆、香梨黄、小青皮、黑眉毛、香妃蜜瓜、皇后蜜瓜、郁金香甜瓜、金凤凰、绿宝石瓜、麒麟瓜，还有西瓜中的“王牌”—8424西瓜。她总挂在嘴边的话是:“我的人生就是想结几个瓜，把瓜的甘甜献给人民。""（中国青年报；全国妇联女性之声）L青春山东的微博视频  ",0,204,47,41
科技保定,05月27日16:20,来自微博weibo.com, 5月26日，由机关党委书记季振东带队，市科技局组织党员干部到南常保小学开展科普志愿服务活动。贯彻落实市品质生活之城暨“三重四创五优化”“我为群众办实事”和党史教育活动精神，进一步加强未成年人思想道德建设，倡导广大师生学科学、爱科学、用科学，全面提升学生科技素养。活动现场摆放了“弘扬伟大的科学家精神”系列科普展板，集中展示了竺可桢、邓稼先、孙家栋、袁隆平等我国科技工作者爱国奉献、求实创新、协同育人的英雄群像和崇高精神。为学生捐赠科普图书200余册，在学校微机室开展了编程造物训练体验活动，让小学生体会到编程的快乐，深受学生欢迎。季振东表示，孩子是祖国的未来，是中华民族的希望，我们要通过一系列生动活泼的科普体验活动，在每一位学生心中播下科学的种子，点燃科技梦想，希望他们大胆想象、积极实践、勇敢创造，在探索中培养创新能力，提高科技素养。  ,0,0,0,0
华声在线,05月27日16:20,来自微博weibo.com, 【#西部瓜王62年培育30多个瓜种#，谢谢吴奶奶！】#8424西瓜是这位奶奶培育的#吴明珠和袁隆平是西南农学院的同学，填分配志愿表时，吴明珠写下要到新疆、到祖国最需要的边疆去工作。62年里，吴明珠培育了30多个品种，包括甜瓜品种“皇后”、西瓜品种“8424”，为新疆及全国的甜瓜、西瓜事业作出了突出贡献。如今，91岁的吴明珠患有阿尔兹海默症，已经认不出人，但有关种瓜的记忆还在，有时候她突然要出门，嘟囔着瓜该授粉了。#中国人能自由吃瓜离不开这位奶奶#（人民日报）  ,0,0,0,0
河南省公益文化传播基金会官方,05月27日16:19,来自Android," 【#中国人能自由吃瓜离不开这位奶奶#】中国人能自由吃瓜，离不开吴明珠奶奶数十年的研究和奉献。她是袁隆平的同学，两人分别影响了中国的瓜田和稻田。在她50多年的研究中，培育出28个经国家审定的优质瓜种，有耳熟能详的红心脆、香梨黄、小青皮、黑眉毛、香妃蜜瓜、皇后蜜瓜、郁金香甜瓜、金凤凰、绿宝石瓜、麒麟瓜，还有西瓜中的“王牌”—8424西瓜。她总挂在嘴边的话是:“我的人生就是想结几个瓜，把瓜的甘甜献给人民。""（中国青年报；全国妇联女性之声）L青春山东的微博视频  ",0,0,0,0
双流人社,05月27日16:19,来自微博视频号," 【#中国人能自由吃瓜离不开这位奶奶#】中国人能自由吃瓜，离不开吴明珠奶奶数十年的研究和奉献。她是袁隆平的同学，两人分别影响了中国的瓜田和稻田。在她50多年的研究中，培育出28个经国家审定的优质瓜种，有耳熟能详的红心脆、香梨黄、小青皮、黑眉毛、香妃蜜瓜、皇后蜜瓜、郁金香甜瓜、金凤凰、绿宝石瓜、麒麟瓜，还有西瓜中的“王牌”—8424西瓜。她总挂在嘴边的话是:“我的人生就是想结几个瓜，把瓜的甘甜献给人民。""（中国青年报；全国妇联女性之声）L青春山东的微博视频  ",0,0,0,2
华夏时报,05月27日16:18,来自微博视频号, #自强如你#【聋人男孩跑步作画致敬袁隆平】来自内蒙古自治区赤峰市一名聋人男孩吴广明，在得知袁隆平院士去世后，以跑步作画方式，跑出一幅10公里袁隆平院士头像，以此寄托哀思。吴广明表示，袁隆平院士积极乐观，自强不息，勇攀高峰的创新精神一直影响着他。#中国人的故事#L中国残联的微博视频​,0,0,0,6
青羊服务,05月27日16:18,来自微博视频号, 【小伙用万颗“微笑米粒”画出袁隆平头像】赵龙是长春市一位创作人。袁隆平逝世后，他历时一天用万颗“微笑米粒”画出袁老的头像，在网上发布后感动了无数网友。赵龙说，每一颗“微笑米粒”都代表着袁爷爷的汗水，袁爷爷才是我们年轻一代最值得去追的“星”。他用这种形式表达致敬和缅怀。#万颗微笑米粒画出袁隆平头像#L中国日报的微博视频（中国日报）L中国日报的微博视频  ,0,0,0,1
鹤岗向阳检察,05月27日16:17,来自iPhone客户端, 【#中国人能自由吃瓜离不开这位奶奶#：“我的人生就是想结几个瓜”】中国人能自由吃瓜，离不开吴明珠奶奶数十年的研究和奉献。她是袁隆平的同学，两人分别影响了中国的瓜田和稻田。在她50多年的研究中，培育出28个经国家审定的优质瓜种，有耳熟能详的红心脆、香梨黄、小青皮、黑眉毛、香妃蜜瓜、皇后蜜瓜、郁金香甜瓜、金凤凰、绿宝石瓜、麒麟瓜，还有西瓜中的“王牌”—8424西瓜。她总挂在嘴边的话是：“我的人生就是想结几个瓜，把瓜的甘甜献给人民。”L青春山东的微博视频  ,0,0,2,2
陕西都市快报,05月27日16:16,来自微博视频号, 【1961-2018年世界各国西瓜产量排行】#中国人能自由吃瓜离不开这位奶奶#，“甜瓜女神”吴明珠，是中国工程院院士、国内著名的西甜瓜育种专家，与袁隆平院士是同学，两人分别影响了中国的瓜田和稻田。通过另一组数据了解历年世界各国西瓜产量排行。(央证公开课)L央证公开课的微博视频​,0,0,0,4
陕西都市热线,05月27日16:16,来自微博视频号, 【1961-2018年世界各国西瓜产量排行】#中国人能自由吃瓜离不开这位奶奶#，“甜瓜女神”吴明珠，是中国工程院院士、国内著名的西甜瓜育种专家，与袁隆平院士是同学，两人分别影响了中国的瓜田和稻田。通过另一组数据了解历年世界各国西瓜产量排行。(央证公开课)L央证公开课的微博视频​,0,0,0,2
金塔公安,05月27日16:15,来自微博视频号," 【#中国人能自由吃瓜离不开这位奶奶#】中国人能自由吃瓜，离不开吴明珠奶奶数十年的研究和奉献。她是袁隆平的同学，两人分别影响了中国的瓜田和稻田。在她50多年的研究中，培育出28个经国家审定的优质瓜种，有耳熟能详的红心脆、香梨黄、小青皮、黑眉毛、香妃蜜瓜、皇后蜜瓜、郁金香甜瓜、金凤凰、绿宝石瓜、麒麟瓜，还有西瓜中的“王牌”—8424西瓜。她总挂在嘴边的话是:“我的人生就是想结几个瓜，把瓜的甘甜献给人民。""（中国青年报；全国妇联女性之声）L青春山东的微博视频  ",0,0,0,0
上城区直机关党员服务驿站,05月27日16:14,来自微博weibo.com, 【#西部瓜王62年培育30多个瓜种#，谢谢吴奶奶！】#8424西瓜是这位奶奶培育的#吴明珠和袁隆平是西南农学院的同学，填分配志愿表时，吴明珠写下要到新疆、到祖国最需要的边疆去工作。62年里，吴明珠培育了30多个品种，包括甜瓜品种“皇后”、西瓜品种“8424”，为新疆及全国的甜瓜、西瓜事业作出了突出贡献。如今，91岁的吴明珠患有阿尔兹海默症，已经认不出人，但有关种瓜的记忆还在，有时候她突然要出门，嘟囔着瓜该授粉了。  ,0,0,0,0
河南共青团,05月27日16:13,来自微博视频号," 【#中国人能自由吃瓜离不开这位奶奶#】中国人能自由吃瓜，离不开吴明珠奶奶数十年的研究和奉献。她是袁隆平的同学，两人分别影响了中国的瓜田和稻田。在她50多年的研究中，培育出28个经国家审定的优质瓜种，有耳熟能详的红心脆、香梨黄、小青皮、黑眉毛、香妃蜜瓜、皇后蜜瓜、郁金香甜瓜、金凤凰、绿宝石瓜、麒麟瓜，还有西瓜中的“王牌”—8424西瓜。她总挂在嘴边的话是:“我的人生就是想结几个瓜，把瓜的甘甜献给人民。""L河南共青团的微博视频  ",0,3,2,34
双流残联,05月27日16:13,来自微博视频号, 【#为袁隆平拍照24年存500多张照片#：袁老喜欢格子条纹衣，拍照也喜欢摆pose】余佳桂因工作原因从1997年起，就与袁隆平接触，24年留下了500多张照片。她说，袁老最喜欢格子、条纹的衣服，每次拍照前都会整理一下摆个pose，态度非常和蔼，没有架子。#与袁隆平的每一张合影都很珍贵#L一手Video的微博视频​,0,0,1,5
猛犸新闻,05月27日16:11,来自微博视频号, 【#小伙用Python绘制画像致敬袁老#】广州一位23岁金融专业学生，用用编程语言（Python）绘制袁隆平画像，致敬袁老。他说，自己十分敬佩袁老对于国家粮食安全做出的贡献。看到很多人通过各种形式纪念袁老，自己也希望通过自己的技能表达对袁老的敬意。L猛犸新闻的微博视频​,0,3,2,22
沈铁锦州站,05月27日16:11,来自微博weibo.com, #袁隆平撒下的海水稻在新疆扎根#[水稻]【#沙漠旁的海水稻开始插秧#，袁老您看见了吗？】,0,0,0,0
青白江商务,05月27日16:11,来自微博weibo.com, 【小伙用万颗“微笑米粒”画出袁隆平头像】,0,0,0,0
哈尔滨检察,05月27日16:10,来自微博视频号, 【#中国人能自由吃瓜离不开这位奶奶#：“我的人生就是想结几个瓜”】中国人能自由吃瓜，离不开吴明珠奶奶数十年的研究和奉献。她是袁隆平的同学，两人分别影响了中国的瓜田和稻田。在她50多年的研究中，培育出28个经国家审定的优质瓜种，有耳熟能详的红心脆、香梨黄、小青皮、黑眉毛、香妃蜜瓜、皇后蜜瓜、郁金香甜瓜、金凤凰、绿宝石瓜、麒麟瓜，还有西瓜中的“王牌”—8424西瓜。她总挂在嘴边的话是：“我的人生就是想结几个瓜，把瓜的甘甜献给人民。”L青春山东的微博视频  ,0,0,3,0
魅力睢阳,05月27日16:10,来自iPhone客户端," 【#中国人能自由吃瓜离不开这位奶奶#】中国人能自由吃瓜，离不开吴明珠奶奶数十年的研究和奉献。她是袁隆平的同学，两人分别影响了中国的瓜田和稻田。在她50多年的研究中，培育出28个经国家审定的优质瓜种，有耳熟能详的红心脆、香梨黄、小青皮、黑眉毛、香妃蜜瓜、皇后蜜瓜、郁金香甜瓜、金凤凰、绿宝石瓜、麒麟瓜，还有西瓜中的“王牌”—8424西瓜。她总挂在嘴边的话是:“我的人生就是想结几个瓜，把瓜的甘甜献给人民。""（中国青年报；全国妇联女性之声）L青春山东的微博视频  ",0,0,0,0
成都人社局,05月27日16:10,来自微博视频号," 【#中国人能自由吃瓜离不开这位奶奶#】中国人能自由吃瓜，离不开吴明珠奶奶数十年的研究和奉献。她是袁隆平的同学，两人分别影响了中国的瓜田和稻田。在她50多年的研究中，培育出28个经国家审定的优质瓜种，有耳熟能详的红心脆、香梨黄、小青皮、黑眉毛、香妃蜜瓜、皇后蜜瓜、郁金香甜瓜、金凤凰、绿宝石瓜、麒麟瓜，还有西瓜中的“王牌”—8424西瓜。她总挂在嘴边的话是:“我的人生就是想结几个瓜，把瓜的甘甜献给人民。""（中国青年报；全国妇联女性之声）L青春山东的微博视频  ",0,1,0,1
株洲共青团,05月27日16:09,来自微博视频号, 她是袁隆平的同学，两人分别影响了中国的瓜田和稻田。所有人都吃过她培育的瓜，有几个人知道“甜瓜女神”的姓名呢？#中国人能自由吃瓜离不开这位奶奶# #团团看世界#L青年湖南的微博视频​​​,0,0,0,0
大众日报,05月27日16:09,来自微博weibo.com, 【“潍坊了不得！”#袁隆平的潍坊情缘#】5月22日，在潍坊市寒亭区禹王湿地附近，2.51万亩海水稻正在插秧。这里正是位于潍坊国家农业开放发展综合试验区，由袁隆平院士领衔的海水稻一二三产业融合发展示范区。2019年10月25日，第一届袁隆平海水稻丰收节在潍坊举行，一粒粒金灿灿的稻谷入仓，当年最高亩产达703公斤。“潍坊了不得！”高产丰收，远在海南的袁隆平给大家发来了视频祝贺。O“潍坊了不得！”袁隆平的潍坊情缘  ,0,0,1,10
锦江服务,05月27日16:08,来自微博视频号, 袁隆平与成都的“一米之缘”#送别国之脊梁袁隆平#L品位锦江的微博视频​,0,0,0,2
四川网警巡查执法,05月27日16:08,来自微博视频号," 【#中国人能自由吃瓜离不开这位奶奶#】中国人能自由吃瓜，离不开#吴明珠奶奶#数十年的研究和奉献。她是袁隆平的同学，两人分别影响了中国的瓜田和稻田。在她50多年的研究中，培育出28个经国家审定的优质瓜种，有耳熟能详的红心脆、香梨黄、小青皮、黑眉毛、香妃蜜瓜、皇后蜜瓜、郁金香甜瓜、金凤凰、绿宝石瓜、麒麟瓜，还有西瓜中的“王牌”—8424西瓜。她总挂在嘴边的话是:“我的人生就是想结几个瓜，把瓜的甘甜献给人民。""（中国青年报）L青春山东的微博视频  ",0,1,6,23
渝北生态环境,05月27日16:05,来自360安全浏览器, 【#中国人能自由吃瓜离不开这位奶奶#：吴明珠！】1930年，吴明珠出生在湖北武汉，在国运困厄中长大的她，从小立下报国之志。1950年，吴明珠和一批与新中国同呼吸共命运的学子进入西南农学院学习，他们中有后来成为杂交水稻之父的袁隆平院士、蚕学遗传育种专家向仲怀院士等。在那个激情燃烧的岁月，实干的校风引领着一代青年向着理想出发。填写分配志愿表时，吴明珠写下要到新疆、到祖国最需要的边疆去工作。62年里，吴明珠培育了30多个品种，包括甜瓜品种“皇后”、西瓜品种“8424（早佳）”等，为新疆及全国的甜瓜、西瓜事业作出了突出贡献。62年来，她用一名共产党员的执着、智慧与汗水，实现着自己的理想和信念。如今，91岁的吴明珠患有阿尔兹海默症，已经认不出人，但有关种瓜的记忆还在，有时候她突然要出门，嘟囔着瓜该授粉了。（新疆日报）  ,0,0,0,0
宽城经开,05月27日16:05,来自微博视频号, 【1961-2018年世界各国西瓜产量排行】#中国人能自由吃瓜离不开这位奶奶#，“甜瓜女神”吴明珠，是中国工程院院士、国内著名的西甜瓜育种专家，与袁隆平院士是同学，两人分别影响了中国的瓜田和稻田。通过另一组数据了解历年世界各国西瓜产量排行。(视频来源:趣奇说)L央证公开课的微博视频#经开全学会# #宽城全学会#  ,0,0,0,1
神鸟知讯,05月27日16:04,来自iPhone客户端," 【#中国人能自由吃瓜离不开这位奶奶#：“我的人生就是想结几个瓜”】中国人能自由吃瓜，离不开吴明珠奶奶数十年的研究和奉献。她是袁隆平的同学，两人分别影响了中国的瓜田和稻田。在她50多年的研究中，培育出28个经国家审定的优质瓜种，有耳熟能详的红心脆、香梨黄、小青皮、黑眉毛、香妃蜜瓜、皇后蜜瓜、郁金香甜瓜、金凤凰、绿宝石瓜、麒麟瓜，还有西瓜中的“王牌”—8424西瓜。她总挂在嘴边的话是:“我的人生就是想结几个瓜，把瓜的甘甜献给人民。""L青春山东的微博视频（青春山东）  ",0,0,0,0
共青团永州,05月27日16:01,来自萌团团的iPhone12mini, 她是袁隆平的同学，两人分别影响了中国的瓜田和稻田。所有人都吃过她培育的瓜，有几个人知道“甜瓜女神”的姓名呢？#中国人能自由吃瓜离不开这位奶奶# #团团看世界#L青年湖南的微博视频​​​,0,0,0,0
青岛市妇联,05月27日16:00,来自微博视频号," 【#中国人能自由吃瓜离不开这位奶奶#】中国人能自由吃瓜，离不开吴明珠奶奶数十年的研究和奉献。她是袁隆平的同学，两人分别影响了中国的瓜田和稻田。在她50多年的研究中，培育出28个经国家审定的优质瓜种，有耳熟能详的红心脆、香梨黄、小青皮、黑眉毛、香妃蜜瓜、皇后蜜瓜、郁金香甜瓜、金凤凰、绿宝石瓜、麒麟瓜，还有西瓜中的“王牌”—8424西瓜。她总挂在嘴边的话是:“我的人生就是想结几个瓜，把瓜的甘甜献给人民。""L青春山东的微博视频  ",0,0,0,1
空港融媒,05月27日16:00,来自微博视频号, 【#为袁隆平拍照24年存500多张照片#：袁老喜欢格子条纹衣，拍照也喜欢摆pose】余佳桂因工作原因从1997年起，就与袁隆平接触，24年留下了500多张照片。她说，袁老最喜欢格子、条纹的衣服，每次拍照前都会整理一下摆个pose，态度非常和蔼，没有架子。#与袁隆平的每一张合影都很珍贵#L一手Video的微博视频  ,0,0,0,2
成都民政,05月27日16:00,来自微博weibo.com, 【#西部瓜王62年培育30多个瓜种#，谢谢吴奶奶！】#8424西瓜是这位奶奶培育的#吴明珠和袁隆平是西南农学院的同学，填分配志愿表时，吴明珠写下要到新疆、到祖国最需要的边疆去工作。62年里，吴明珠培育了30多个品种，包括甜瓜品种“皇后”、西瓜品种“8424”，为新疆及全国的甜瓜、西瓜事业作出了突出贡献。如今，91岁的吴明珠患有阿尔兹海默症，已经认不出人，但有关种瓜的记忆还在，有时候她突然要出门，嘟囔着瓜该授粉了。O吴明珠：把瓜的甘甜献给人民  ,0,1,0,0
溧水发布,05月27日16:00,来自微博视频号, 【小伙用万颗“微笑米粒”画出袁隆平头像】赵龙是长春市一位创作人。袁隆平逝世后，他历时一天用万颗“微笑米粒”画出袁老的头像，在网上发布后感动了无数网友。赵龙说，每一颗“微笑米粒”都代表着袁爷爷的汗水，袁爷爷才是我们年轻一代最值得去追的“星”。他用这种形式表达致敬和缅怀。#万颗微笑米粒画出袁隆平头像#（@中国日报）L中国日报的微博视频  ,0,0,1,2
玛纳斯检察,05月27日22:58,来自HUAWEIMate30, #玛检微转# #微博用户诋毁袁隆平院士被刑拘#,0,0,0,1
金昌交警支队,05月27日22:52,来自vivo智能手机, 【还原袁隆平：在朴素的世界里，关心他的水稻】2008年，陈启文去采访袁隆平，中途站在门口抽烟，袁隆平也走出来，给他递了一根烟。袁隆平对他讲，他喜欢“有点不好习惯的人，反而像普通人”。至于他自己的缺点，肉眼可见，抽烟、好胜、“该发脾气发脾气”。1996年，湖南郴州农民曹宏球为了感谢袁隆平，要为他建一座雕像，他给袁隆平写信，袁隆平当即口授回信拒绝，请对方务必不要浪费钱。这座汉白玉雕像还是做成了。袁隆平告诉陈启文，他对此事深感不安，好几天没睡好觉。他借用爱因斯坦的话来自嘲：“因为我藐视权威，所以命运惩罚我，使我自己也成为权威。”拍袁隆平纪录片的赖章萍，想起最多的是他坐在自家客厅里看天气预报的画面，“外面一切的光环，跟他都没有关系，他其实就是在自己那个朴素的世界里面关心着他的水稻。”O还原袁隆平：在朴素的世界里，关心他的水稻  ,0,0,0,1
微博手作,05月27日22:50,来自微博视频号, 【#聋哑小伙跑步画出袁隆平头像#：袁隆平爷爷一路走好】5月22日，内蒙古赤峰。吴广明是一位聋哑人，也是一位跑步爱好者，得知袁隆平爷爷去世，吴广明决定用跑步作画的方式送袁隆平爷爷最后一程。他花费了2个小时，用10公里的距离在地图上画出了袁隆平爷爷的头像。吴广明表示，希望袁隆平爷爷一路走好。#艺术公开课#O网页链接  ,0,0,0,7
