发布者ID,发布时间,发布来源,发布内容,收藏数,转发数,评论数,点赞数
龙游检察,06月22日09:07,来自微博视频号, 【#袁隆平儿子接棒继续袁梦计划#】距离袁隆平院士逝世将近一个月，袁隆平儿子、国家杂交水稻工程技术研究中心副主任袁定阳已继承衣钵，北上内蒙古，继续“袁梦计划”。袁定阳表示，力争3年内实现兴安盟水稻每亩增产100公斤；培育兴安盟自主知识产权的水稻新品种；实现兴安盟耐盐碱水稻种植面积3年达到20万亩。2020年1月13日，袁隆平在三亚发布“袁梦计划”，在盐碱地上种水稻。（光明日报）@人民网L人民网的微博视频  ,0,1,2,0
国网江苏电力,06月22日09:05,来自微博视频号, 【#袁隆平儿子接棒继续袁梦计划#】距离袁隆平院士逝世将近一个月，袁隆平儿子、国家杂交水稻工程技术研究中心副主任袁定阳已继承衣钵，北上内蒙古，继续“袁梦计划”。袁定阳表示，力争3年内实现兴安盟水稻每亩增产100公斤；培育兴安盟自主知识产权的水稻新品种；实现兴安盟耐盐碱水稻种植面积3年达到20万亩。2020年1月13日，袁隆平在三亚发布“袁梦计划”，在盐碱地上种水稻。（Via：人民网）L国网徐州供电公司的微博视频  ,0,103,101,118
乌拉特前旗法治之声,06月22日09:04,来自微博视频号, 【#袁隆平儿子接棒继续袁梦计划#】距离袁隆平院士逝世将近一个月，袁隆平儿子、国家杂交水稻工程技术研究中心副主任袁定阳已继承衣钵，北上内蒙古，继续“袁梦计划”。袁定阳表示，力争3年内实现兴安盟水稻每亩增产100公斤；培育兴安盟自主知识产权的水稻新品种；实现兴安盟耐盐碱水稻种植面积3年达到20万亩。2020年1月13日，袁隆平在三亚发布“袁梦计划”，在盐碱地上种水稻。（光明日报）O袁隆平儿子接棒！L人民网的微博视频  ,0,0,0,0
广铁检察,06月22日09:03,来自新版微博weibo.com, 【以传承印证初心！#袁隆平儿子接棒#】,0,4,0,0
看沁阳,06月22日09:02,来自iPhone客户端, 【袁隆平儿子接棒！】近日，袁隆平儿子、国家杂交水稻工程技术研究中心副主任袁定阳北上内蒙古，继续“袁梦计划”。O袁隆平儿子接棒！​,0,0,0,0
平安三明,06月22日09:02,来自微博视频号, 【#袁隆平儿子接棒继续袁梦计划#】距离袁隆平院士逝世将近一个月，袁隆平儿子、国家杂交水稻工程技术研究中心副主任袁定阳已继承衣钵，北上内蒙古，继续“袁梦计划”。袁定阳表示，力争3年内实现兴安盟水稻每亩增产100公斤；培育兴安盟自主知识产权的水稻新品种；实现兴安盟耐盐碱水稻种植面积3年达到20万亩。2020年1月13日，袁隆平在三亚发布“袁梦计划”，在盐碱地上种水稻。（光明日报）O袁隆平儿子接棒！L人民网的微博视频  ,0,0,0,4
九里亭发布,06月22日09:01,来自微博weibo.com, //@上海松江发布:#袁隆平儿子接棒继续袁梦计划#,0,0,0,0
鄞州检察,06月22日08:59,来自微博视频号, 【#袁隆平儿子接棒继续袁梦计划#】距离袁隆平院士逝世将近一个月，袁隆平儿子、国家杂交水稻工程技术研究中心副主任袁定阳已继承衣钵，北上内蒙古，继续“袁梦计划”。袁定阳表示，力争3年内实现兴安盟水稻每亩增产100公斤；培育兴安盟自主知识产权的水稻新品种；实现兴安盟耐盐碱水稻种植面积3年达到20万亩。2020年1月13日，袁隆平在三亚发布“袁梦计划”，在盐碱地上种水稻。L人民网的微博视频  ,0,0,0,0
都市现场,06月22日08:59,来自微博原生直播, #中国共产党成立100周年#【#理想照耀中国双100融媒报道#（九十二）：荒滩变良田海水稻米香】2016年袁隆平院士领衔的国家级海水稻研发中心正式落户青岛。2017年，我国在海水稻研发领域取得了重大突破。由袁隆平院士团队研发的具有耐6‰盐度的亩产潜力620多公斤的杂交水稻材料在青岛诞生，可以广泛种植到沿海滩涂、内陆盐碱地和咸湖水周边，能够改善盐碱地质量，缓解耕地压力。盐碱地变良田，一直以来是科学家们孜孜以求的梦想。据测算，我国盐碱地总数约15亿亩，其中有约3亿亩具有改造潜力。如果在1亿亩盐碱地推广“海水稻”，按亩产300公斤保守计算，年产量也将达到300亿公斤，能养活8000万人口。作为全国海水稻产业推广中心，青岛率先开展智慧农业及万亩盐碱地耕地占补平衡项⽬，带动全国海水稻智慧农业生态发展，助力各地乡村振兴，牢守中国粮、中国地，把饭碗端在中国人自己手里。6月22日，“理想照耀中国”系列联合融媒直播将带您到青岛海水稻研发中心和稻作改良基地，深入了解亿亩荒滩变良田的拓荒之路。#微博直播台#都市现场的微博直播  ,0,0,0,3
陕视新闻,06月22日08:58,来自iPhone客户端, 【#理想照耀中国双100融媒报道#融媒直播（九十二）青岛：荒滩变良田海水稻米香】2016年袁隆平院士领衔的国家级海水稻研发中心正式落户青岛。2017年，我国在海水稻研发领域取得了重大突破。由袁隆平院士团队研发的具有耐6‰盐度的亩产潜力620多公斤的杂交水稻材料在青岛诞生，可以广泛种植到沿海滩涂、内陆盐碱地和咸湖水周边，能够改善盐碱地质量，缓解耕地压力。盐碱地变良田，一直以来是科学家们孜孜以求的梦想。据测算，我国盐碱地总数约15亿亩，其中有约3亿亩具有改造潜力。如果在1亿亩盐碱地推广“海水稻”，按亩产300公斤保守计算，年产量也将达到300亿公斤，能养活8000万人口。作为全国海水稻产业推广中心，青岛率先开展智慧农业及万亩盐碱地耕地占补平衡项⽬，带动全国海水稻智慧农业生态发展，助力各地乡村振兴，牢守中国粮、中国地，把饭碗端在中国人自己手里。“理想照耀中国”系列联合融媒直播带您到青岛海水稻研发中心和稻作改良基地，深入了解亿亩荒滩变良田的拓荒之路。#微博直播台#第一新闻的微博直播  ,0,0,0,1
浙江新闻频道,06月22日08:57,来自微博原生直播, 【#理想照耀中国双100融媒报道#││青岛：荒滩变良田海水稻米香】2016年袁隆平院士领衔的国家级海水稻研发中心正式落户青岛。2017年，我国在海水稻研发领域取得了重大突破。由袁隆平院士团队研发的具有耐6‰盐度的亩产潜力620多公斤的杂交水稻材料在青岛诞生，可以广泛种植到沿海滩涂、内陆盐碱地和咸湖水周边，能够改善盐碱地质量，缓解耕地压力。盐碱地变良田，一直以来是科学家们孜孜以求的梦想。据测算，我国盐碱地总数约15亿亩，其中有约3亿亩具有改造潜力。如果在1亿亩盐碱地推广“海水稻”，按亩产300公斤保守计算，年产量也将达到300亿公斤，能养活8000万人口。作为全国海水稻产业推广中心，青岛率先开展智慧农业及万亩盐碱地耕地占补平衡项目，带动全国海水稻智慧农业生态发展，助力各地乡村振兴，牢守中国粮、中国地，把饭碗端在中国人自己手里。6月22日，“理想照耀中国”系列联合融媒直播将带您到青岛海水稻研发中心和稻作改良基地，深入了解亿亩荒滩变良田的拓荒之路。浙江新闻频道的微博直播  ,0,1,0,23
田家庵区司法行政,06月22日08:57,来自新版微博weibo.com, 【#袁隆平儿子接棒继续袁梦计划#】,0,0,0,0
砀山县政法委,06月22日08:57,来自搜狗高速浏览器, 【#袁隆平儿子接棒继续袁梦计划#】,0,0,0,0
闵行虹桥,06月22日08:57,来自微博weibo.com, 【#袁隆平儿子接棒继续袁梦计划#】//@今日闵行:【#袁隆平儿子接棒继续袁梦计划#】,0,6,0,4
开封市教育局,06月22日08:57,来自小米浏览器," 我分享了【袁隆平儿子接棒！】,快来看吧！|O袁隆平儿子接棒！​",0,0,0,0
love浦江,06月22日08:56,来自iPhone7Plus, //@今日闵行:【#袁隆平儿子接棒继续袁梦计划#】,0,1,0,1
sxrtv-新闻中心,06月22日08:56,来自微博原生直播, 【“理想照耀中国”系列联合融媒直播——青岛：荒滩变良田海水稻米香】#理想照耀中国双100融媒报道#2016年袁隆平院士领衔的国家级海水稻研发中心正式落户青岛。2017年，我国在海水稻研发领域取得了重大突破。由袁隆平院士团队研发的具有耐6‰盐度的亩产潜力620多公斤的杂交水稻材料在青岛诞生，可以广泛种植到沿海滩涂、内陆盐碱地和咸湖水周边，能够改善盐碱地质量，缓解耕地压力。盐碱地变良田，一直以来是科学家们孜孜以求的梦想。据测算，我国盐碱地总数约15亿亩，其中有约3亿亩具有改造潜力。如果在1亿亩盐碱地推广“海水稻”，按亩产300公斤保守计算，年产量也将达到300亿公斤，能养活8000万人口。作为全国海水稻产业推广中心，青岛率先开展智慧农业及万亩盐碱地耕地占补平衡项⽬，带动全国海水稻智慧农业生态发展，助力各地乡村振兴，牢守中国粮、中国地，把饭碗端在中国人自己手里。6月22日，“理想照耀中国”系列联合融媒直播将带您到青岛海水稻研发中心和稻作改良基地，深入了解亿亩荒滩变良田的拓荒之路。sxrtv-新闻中心的微博直播  ,0,0,0,0
看度新闻,06月22日08:54,来自微博视频号, 【#袁隆平儿子接棒继续袁梦计划#】距离袁隆平院士逝世将近一个月，袁隆平儿子、国家杂交水稻工程技术研究中心副主任袁定阳已继承衣钵，北上内蒙古，继续“袁梦计划”。袁定阳表示，力争3年内实现兴安盟水稻每亩增产100公斤；培育兴安盟自主知识产权的水稻新品种；实现兴安盟耐盐碱水稻种植面积3年达到20万亩。2020年1月13日，袁隆平在三亚发布“袁梦计划”，在盐碱地上种水稻。@人民网L人民网的微博视频  ,0,2,0,2
平阴检察,06月22日08:53,来自微博视频号, 【#袁隆平儿子接棒继续袁梦计划#】距离袁隆平院士逝世将近一个月，袁隆平儿子、国家杂交水稻工程技术研究中心副主任袁定阳已继承衣钵，北上内蒙古，继续“袁梦计划”。袁定阳表示，力争3年内实现兴安盟水稻每亩增产100公斤；培育兴安盟自主知识产权的水稻新品种；实现兴安盟耐盐碱水稻种植面积3年达到20万亩。2020年1月13日，袁隆平在三亚发布“袁梦计划”，在盐碱地上种水稻。（光明日报）@人民网L人民网的微博视频  ,0,0,0,0
河北综合广播,06月22日08:52,来自iPhone客户端, #理想照耀中国双100融媒报道#【直播：理想照耀中国│青岛：荒滩变良田海水稻米香】2016年袁隆平院士领衔的国家级海水稻研发中心正式落户青岛。2017年，我国在海水稻研发领域取得了重大突破。由袁隆平院士团队研发的具有耐6‰盐度的亩产潜力620多公斤的杂交水稻材料在青岛诞生，可以广泛种植到沿海滩涂、内陆盐碱地和咸湖水周边，能够改善盐碱地质量，缓解耕地压力。盐碱地变良田，一直以来是科学家们孜孜以求的梦想。据测算，我国盐碱地总数约15亿亩，其中有约3亿亩具有改造潜力。如果在1亿亩盐碱地推广“海水稻”，按亩产300公斤保守计算，年产量也将达到300亿公斤，能养活8000万人口。作为全国海水稻产业推广中心，青岛率先开展智慧农业及万亩盐碱地耕地占补平衡项⽬，带动全国海水稻智慧农业生态发展，助力各地乡村振兴，牢守中国粮、中国地，把饭碗端在中国人自己手里。6月22日，“理想照耀中国”系列联合融媒直播将带您到青岛海水稻研发中心和稻作改良基地，深入了解亿亩荒滩变良田的拓荒之路。O河北广播电视台  ,0,0,0,1
博山检察,06月22日08:51,来自微博视频号, 【#袁隆平儿子接棒继续袁梦计划#】距离袁隆平院士逝世将近一个月，袁隆平儿子、国家杂交水稻工程技术研究中心副主任袁定阳已继承衣钵，北上内蒙古，继续“袁梦计划”。袁定阳表示，力争3年内实现兴安盟水稻每亩增产100公斤；培育兴安盟自主知识产权的水稻新品种；实现兴安盟耐盐碱水稻种植面积3年达到20万亩。2020年1月13日，袁隆平在三亚发布“袁梦计划”，在盐碱地上种水稻。（光明日报）@人民网L人民网的微博视频  ,0,0,0,0
武山检察院,06月22日08:50,来自iPhone客户端, 【#袁隆平儿子接棒继续袁梦计划#】距离袁隆平院士逝世将近一个月，袁隆平儿子、国家杂交水稻工程技术研究中心副主任袁定阳已继承衣钵，北上内蒙古，继续“袁梦计划”。袁定阳表示，力争3年内实现兴安盟水稻每亩增产100公斤；培育兴安盟自主知识产权的水稻新品种；实现兴安盟耐盐碱水稻种植面积3年达到20万亩。2020年1月13日，袁隆平在三亚发布“袁梦计划”，在盐碱地上种水稻。L人民网的微博视频2天水·武山县  ,0,0,0,0
苏州新闻,06月22日08:50,来自微博原生直播, #理想照耀中国双100融媒报道#【直播|青岛：荒滩变良田海水稻米香】2016年袁隆平院士领衔的国家级海水稻研发中心正式落户青岛。2017年，我国在海水稻研发领域取得了重大突破。由袁隆平院士团队研发的具有耐6‰盐度的亩产潜力620多公斤的杂交水稻材料在青岛诞生，可以广泛种植到沿海滩涂、内陆盐碱地和咸湖水周边，能够改善盐碱地质量，缓解耕地压力。作为全国海水稻产业推广中心，青岛率先开展智慧农业及万亩盐碱地耕地占补平衡项?，带动全国海水稻智慧农业生态发展，助力各地乡村振兴，牢守中国粮、中国地，把饭碗端在中国人自己手里。一起到青岛海水稻研发中心和稻作改良基地，深入了解亿亩荒滩变良田的拓荒之路。苏州新闻的微博直播  ,0,0,0,3
BRTV新闻,06月22日08:50,来自微博原生直播, #理想照耀中国双100融媒报道#【青岛：荒滩变良田海水稻米香】2016年袁隆平院士领衔的国家级海水稻研发中心正式落户青岛。2017年，我国在海水稻研发领域取得了重大突破。由袁隆平院士团队研发的具有耐6‰盐度的亩产潜力620多公斤的杂交水稻材料在青岛诞生，可以广泛种植到沿海滩涂、内陆盐碱地和咸湖水周边，能够改善盐碱地质量，缓解耕地压力。盐碱地变良田，一直以来是科学家们孜孜以求的梦想。据测算，我国盐碱地总数约15亿亩，其中有约3亿亩具有改造潜力。如果在1亿亩盐碱地推广“海水稻”，按亩产300公斤保守计算，年产量也将达到300亿公斤，能养活8000万人口。作为全国海水稻产业推广中心，青岛率先开展智慧农业及万亩盐碱地耕地占补平衡项⽬，带动全国海水稻智慧农业生态发展，助力各地乡村振兴，牢守中国粮、中国地，把饭碗端在中国人自己手里。6月22日，“理想照耀中国”系列联合融媒直播将带您到青岛海水稻研发中心和稻作改良基地，深入了解亿亩荒滩变良田的拓荒之路。BTV新闻的微博直播  ,0,0,0,0
济南市天桥区人民检察,06月22日08:49,来自微博视频号, 【#袁隆平儿子接棒继续袁梦计划#】距离袁隆平院士逝世将近一个月，袁隆平儿子、国家杂交水稻工程技术研究中心副主任袁定阳已继承衣钵，北上内蒙古，继续“袁梦计划”。袁定阳表示，力争3年内实现兴安盟水稻每亩增产100公斤；培育兴安盟自主知识产权的水稻新品种；实现兴安盟耐盐碱水稻种植面积3年达到20万亩。2020年1月13日，袁隆平在三亚发布“袁梦计划”，在盐碱地上种水稻。（光明日报）@人民网L人民网的微博视频  ,0,6,14,11
青白江应急,06月22日08:49,来自微博视频号, 【重温！泪目#袁隆平讲禾下乘凉梦的珍贵影像#】“我梦见水稻长得比高粱还高，穗子比扫帚还长，我和同事坐在稻穗下乘凉”“我梦见穗子沉甸甸的，子粒接近花生米那么大”……这是袁老做过的两个幸福的梦。他的愿望非常朴实：“想培育出高产量品种，为提高粮食产量做一点贡献”↓↓缅怀！致敬！#敢教日月换新天#@央视网L央视网的微博视频  ,0,0,0,0
松江区广富林街道,06月22日08:46,来自新版微博weibo.com, //@上海松江发布:#袁隆平儿子接棒继续袁梦计划#,0,0,0,0
闵行市场监管,06月22日08:46,来自微博weibo.com, //@今日闵行:【#袁隆平儿子接棒继续袁梦计划#】,0,0,0,0
海南广播电视总台微博,06月22日08:45,来自微博原生直播, 2016年袁隆平院士领衔的国家级海水稻研发中心正式落户青岛。2017年，我国在海水稻研发领域取得了重大突破。今天我们一起到青岛海水稻研发中心和稻作改良基地，深入了解亿亩荒滩变良田的拓荒之路。视听海南正在直播……海南广播电视总台微博的微博直播​,0,0,0,1
新浪军事,06月22日08:44,来自微博视频号, 【#袁隆平儿子接棒继续袁梦计划#】距离袁隆平院士逝世将近一个月，袁隆平儿子、国家杂交水稻工程技术研究中心副主任袁定阳已继承衣钵，北上内蒙古，继续“袁梦计划”。袁定阳表示，力争3年内实现兴安盟水稻每亩增产100公斤；培育兴安盟自主知识产权的水稻新品种；实现兴安盟耐盐碱水稻种植面积3年达到20万亩。2020年1月13日，袁隆平在三亚发布“袁梦计划”，在盐碱地上种水稻。@人民网L人民网的微博视频#英雄在你身边#  ,0,12,13,169
榆树编办,06月22日08:44,来自微博极速版, 【袁隆平儿子接棒】O袁隆平儿子接棒​,0,0,0,0
周至法院,06月22日08:42,来自微博视频号, 【#袁隆平儿子接棒继续袁梦计划#】距离袁隆平院士逝世将近一个月，袁隆平儿子、国家杂交水稻工程技术研究中心副主任袁定阳已继承衣钵，北上内蒙古，继续“袁梦计划”L人民网的微博视频​​​,0,0,0,1
乾安检察,06月22日08:41,来自360安全浏览器, 【#袁隆平儿子接棒继续袁梦计划#】,0,0,0,0
赛罕区大学西路街道办事处,06月22日08:38,来自360安全浏览器, //@内蒙古日报:【袁隆平儿子袁定阳发布二期“袁梦计划”:“十四五“期间在兴安盟种植耐盐碱水稻20万亩】#袁隆平儿子接棒继续袁梦计划#,0,0,0,0
今日佘山,06月22日08:36,来自微博weibo.com, //@上海松江发布:#袁隆平儿子接棒继续袁梦计划#,0,0,0,0
合肥政法,06月22日08:35,来自360安全浏览器, 袁隆平儿子、国家杂交水稻工程技术研究中心副主任袁定阳已继承衣钵,0,0,0,0
宿松检察,06月22日08:34,来自360安全浏览器, 【重温，泪流满面#袁隆平讲禾下乘凉梦的珍贵影像#】“,0,0,0,0
吉林省榆树市城市管理执法局,06月22日08:31,来自HUAWEIMate10, 【袁隆平儿子接棒】O袁隆平儿子接棒​,0,0,0,0
焦作市教育局,06月22日08:31,来自微博视频号, 【#袁隆平儿子接棒继续袁梦计划#】距离袁隆平院士逝世将近一个月，袁隆平儿子、国家杂交水稻工程技术研究中心副主任袁定阳已继承衣钵，北上内蒙古，继续“袁梦计划”。袁定阳表示，力争3年内实现兴安盟水稻每亩增产100公斤；培育兴安盟自主知识产权的水稻新品种；实现兴安盟耐盐碱水稻种植面积3年达到20万亩。2020年1月13日，袁隆平在三亚发布“袁梦计划”，在盐碱地上种水稻。（光明日报）O袁隆平儿子接棒！L人民网的微博视频  ,0,0,0,1
凤台县法院,06月22日08:31,来自微博weibo.com, 【#袁隆平儿子接棒继续袁梦计划#】,0,0,0,0
青羊残联,06月22日08:30,来自微博视频号, 【#袁隆平儿子接棒继续袁梦计划#】距离袁隆平院士逝世将近一个月，袁隆平儿子、国家杂交水稻工程技术研究中心副主任袁定阳已继承衣钵，北上内蒙古，继续“袁梦计划”。袁定阳表示，力争3年内实现兴安盟水稻每亩增产100公斤；培育兴安盟自主知识产权的水稻新品种；实现兴安盟耐盐碱水稻种植面积3年达到20万亩。2020年1月13日，袁隆平在三亚发布“袁梦计划”，在盐碱地上种水稻。（光明日报）L人民网的微博视频  ,0,1,0,0
宿松检察,06月22日08:28,来自360安全浏览器, 【#袁隆平儿子接棒继续袁梦计划#】,0,0,0,0
农民频道,06月22日08:26,来自vivoS7轻薄自拍旗舰, #理想照耀中国双100融媒报道#【直播：理想照耀中国│青岛：荒滩变良田海水稻米香】2016年袁隆平院士领衔的国家级海水稻研发中心正式落户青岛。2017年，我国在海水稻研发领域取得了重大突破。由袁隆平院士团队研发的具有耐6‰盐度的亩产潜力620多公斤的杂交水稻材料在青岛诞生，可以广泛种植到沿海滩涂、内陆盐碱地和咸湖水周边，能够改善盐碱地质量，缓解耕地压力。盐碱地变良田，一直以来是科学家们孜孜以求的梦想。据测算，我国盐碱地总数约15亿亩，其中有约3亿亩具有改造潜力。如果在1亿亩盐碱地推广“海水稻”，按亩产300公斤保守计算，年产量也将达到300亿公斤，能养活8000万人口。作为全国海水稻产业推广中心，青岛率先开展智慧农业及万亩盐碱地耕地占补平衡项⽬，带动全国海水稻智慧农业生态发展，助力各地乡村振兴，牢守中国粮、中国地，把饭碗端在中国人自己手里。6月22日，“理想照耀中国”系列联合融媒直播将带您到青岛海水稻研发中心和稻作改良基地，深入了解亿亩荒滩变良田的拓荒之路。O河北广播电视台  ,0,0,0,1
马鞍山政法,06月22日08:26,来自搜狗高速浏览器, #袁隆平儿子接棒继续袁梦计划#,0,0,0,0
国网徐州供电公司,06月22日08:25,来自iPhone客户端, 【#袁隆平儿子接棒继续袁梦计划#】距离袁隆平院士逝世将近一个月，袁隆平儿子、国家杂交水稻工程技术研究中心副主任袁定阳已继承衣钵，北上内蒙古，继续“袁梦计划”。袁定阳表示，力争3年内实现兴安盟水稻每亩增产100公斤；培育兴安盟自主知识产权的水稻新品种；实现兴安盟耐盐碱水稻种植面积3年达到20万亩。2020年1月13日，袁隆平在三亚发布“袁梦计划”，在盐碱地上种水稻。（Via：人民网）@国网江苏电力L国网徐州供电公司的微博视频  ,0,0,0,1
宁局湛江火车站,06月22日08:23,来自微博视频号, 【#袁隆平儿子接棒继续袁梦计划#】距离袁隆平院士逝世将近一个月，袁隆平儿子、国家杂交水稻工程技术研究中心副主任袁定阳已继承衣钵，北上内蒙古，继续“袁梦计划”。袁定阳表示，力争3年内实现兴安盟水稻每亩增产100公斤；培育兴安盟自主知识产权的水稻新品种；实现兴安盟耐盐碱水稻种植面积3年达到20万亩。2020年1月13日，袁隆平在三亚发布“袁梦计划”，在盐碱地上种水稻。（光明日报）L人民网的微博视频  ,0,1,1,4
河北广播电视台,06月22日08:21,来自iPhoneX, #理想照耀中国双100融媒报道#【直播：理想照耀中国│青岛：荒滩变良田海水稻米香】2016年袁隆平院士领衔的国家级海水稻研发中心正式落户青岛。2017年，我国在海水稻研发领域取得了重大突破。由袁隆平院士团队研发的具有耐6‰盐度的亩产潜力620多公斤的杂交水稻材料在青岛诞生，可以广泛种植到沿海滩涂、内陆盐碱地和咸湖水周边，能够改善盐碱地质量，缓解耕地压力。盐碱地变良田，一直以来是科学家们孜孜以求的梦想。据测算，我国盐碱地总数约15亿亩，其中有约3亿亩具有改造潜力。如果在1亿亩盐碱地推广“海水稻”，按亩产300公斤保守计算，年产量也将达到300亿公斤，能养活8000万人口。作为全国海水稻产业推广中心，青岛率先开展智慧农业及万亩盐碱地耕地占补平衡项⽬，带动全国海水稻智慧农业生态发展，助力各地乡村振兴，牢守中国粮、中国地，把饭碗端在中国人自己手里。6月22日，“理想照耀中国”系列联合融媒直播将带您到青岛海水稻研发中心和稻作改良基地，深入了解亿亩荒滩变良田的拓荒之路。O河北广播电视台  ,0,0,0,2
寿县法苑,06月22日08:21,来自360安全浏览器, 【#袁隆平儿子接棒继续袁梦计划#】,0,0,0,1
凯风霍邱,06月22日08:20,来自360安全浏览器, #袁隆平儿子接棒继续袁梦计划#,0,0,0,0
甘肃网络广播电视台,06月22日08:18,来自微博视频号, 2016年袁隆平院士领衔的国家级海水稻研发中心正式落户青岛。2017年，我国在海水稻研发领域取得了重大突破。由袁隆平院士团队研发的具有耐6‰盐度的亩产潜力620多公斤的杂交水稻材料在青岛诞生，可以广泛种植到沿海滩涂、内陆盐碱地和咸湖水周边，能够改善盐碱地质量，缓解耕地压力。盐碱地变良田，一直以来是科学家们孜孜以求的梦想。据测算，我国盐碱地总数约15亿亩，其中有约3亿亩具有改造潜力。如果在1亿亩盐碱地推广“海水稻”，按亩产300公斤保守计算，年产量也将达到300亿公斤，能养活8000万人口。作为全国海水稻产业推广中心，青岛率先开展智慧农业及万亩盐碱地耕地占补平衡项⽬，带动全国海水稻智慧农业生态发展，助力各地乡村振兴，牢守中国粮、中国地，把饭碗端在中国人自己手里。6月22日，“理想照耀中国”系列联合融媒直播将带您到青岛海水稻研发中心和稻作改良基地，深入了解亿亩荒滩变良田的拓荒之路。L甘肃网络广播电视台的微博视频  ,0,0,0,0
吴起检察,06月22日08:18,来自微博视频号, 【#袁隆平儿子接棒继续袁梦计划#】距离袁隆平院士逝世将近一个月，袁隆平儿子、国家杂交水稻工程技术研究中心副主任袁定阳已继承衣钵，北上内蒙古，继续“袁梦计划”。袁定阳表示，力争3年内实现兴安盟水稻每亩增产100公斤；培育兴安盟自主知识产权的水稻新品种；实现兴安盟耐盐碱水稻种植面积3年达到20万亩。2020年1月13日，袁隆平在三亚发布“袁梦计划”，在盐碱地上种水稻。@人民网L人民网的微博视频  ,0,0,8,0
安徽蒙城检察,06月22日08:17,来自360安全浏览器, 【#袁隆平儿子接棒继续袁梦计划#】,0,0,0,2
南充顺庆检察,06月22日08:17,来自微博视频号, #袁隆平儿子接棒继续袁梦计划#袁隆平儿子接棒！继续“袁梦计划”！袁定阳表示，力争3年内实现兴安盟水稻每亩增产100公斤（健康时报）L重庆共青团的微博视频​​​,0,0,0,2
潘集区司法行政,06月22日08:17,来自360安全浏览器, 【#袁隆平儿子接棒继续袁梦计划#】,0,0,0,1
广东省户外家具行业协会,06月22日08:11,来自微博weibo.com, #天天读报广东省户外家协带你领略天下事#6月22日微语简报，星期二，农历五月十三，工作愉快，生活喜乐！1、外媒：美国商务部撤销对TikTok和WeChat的禁令。2、国家砍价医保药进入8.4万家定点医疗机构。3、抖音网页版正式上线：支持点赞、看评论、发视频。4、工行禁止服务用于虚拟货币交易。5、袁隆平儿子接棒继续袁梦计划。6、生猪价格下降同比超50%，农业农村部提醒养殖户加快淘汰低产母猪。7、东京奥运每场观众上限1万人。8、广东东莞全市开展全员核酸检测。9、欧盟启动1万亿美元债券的发行，以帮助经济从疫情中复苏。10、脸书正式推出语音聊天应用LiveAudioRooms。11、前程无忧达成私有化协议，对价每股79.05美元。12、欧盟宣布因克里米亚问题对俄罗斯实施相关制裁再次延长一年。【微语】检验一个人的标准，就是看他把时间放在了哪儿。别自欺欺人，当生命走到尽头，只有时间不会撒谎。——余华《活着》  ,0,0,0,0
宿松司法行政在线,06月22日08:10,来自微博weibo.com, 【#袁隆平儿子接棒继续袁梦计划#】,0,0,0,0
芜湖长安,06月22日08:09,来自360安全浏览器, #袁隆平儿子接棒继续袁梦计划#,0,0,0,0
南开发布,06月22日08:00,来自微博weibo.com, 【#袁隆平儿子接棒继续袁梦计划#】距离袁隆平院士逝世将近一个月，袁隆平儿子、国家杂交水稻工程技术研究中心副主任袁定阳已继承衣钵，北上内蒙古，继续“袁梦计划”。袁定阳表示，力争3年内实现兴安盟水稻每亩增产100公斤；培育兴安盟自主知识产权的水稻新品种；实现兴安盟耐盐碱水稻种植面积3年达到20万亩。2020年1月13日，袁隆平在三亚发布“袁梦计划”，在盐碱地上种水稻。（光明日报）O袁隆平儿子接棒！  ,0,0,0,0
上海杨浦,06月22日08:00,来自微博视频号, 【#袁隆平儿子接棒继续袁梦计划#】距离袁隆平院士逝世将近一个月，袁隆平儿子、国家杂交水稻工程技术研究中心副主任袁定阳已继承衣钵，北上内蒙古，继续“袁梦计划”。袁定阳表示，力争3年内实现兴安盟水稻每亩增产100公斤；培育兴安盟自主知识产权的水稻新品种；实现兴安盟耐盐碱水稻种植面积3年达到20万亩。2020年1月13日，袁隆平在三亚发布“袁梦计划”，在盐碱地上种水稻。L人民网的微博视频  ,0,0,0,2
抚州资溪发布,06月22日15:57,来自微博视频号, 【#袁隆平儿子接棒#继续“袁梦计划”】距离袁隆平院士逝世将近一个月，袁隆平儿子、国家杂交水稻工程技术研究中心副主任袁定阳已继承衣钵，北上内蒙古，继续“袁梦计划”。袁定阳表示，力争3年内实现兴安盟水稻每亩增产100公斤；培育兴安盟自主知识产权的水稻新品种；实现兴安盟耐盐碱水稻种植面积3年达到20万亩。2020年1月13日，袁隆平在三亚发布“袁梦计划”，在盐碱地上种水稻。L抚州资溪发布的微博视频  ,0,0,0,5
烟台市人民检察院,06月22日15:52,来自微博视频号, 【#袁隆平儿子接棒继续袁梦计划#】距离袁隆平院士逝世将近一个月，袁隆平儿子、国家杂交水稻工程技术研究中心副主任袁定阳已继承衣钵，北上内蒙古，继续“袁梦计划”L人民网的微博视频​,0,0,3,0
